Scene Token,Scene Name,Description,Num Samples,Camera,LiDAR,RADAR,Num_Vehicle_Observations,Num_Vehicles,Mean_Vehicle_Speed_mps,Median_Vehicle_Speed_mps,P95_Vehicle_Speed_mps,weather,area,daytime,season,lighting,structure,construction,Eligible,Selection_Speed_Group,Selection_Reason
af20c17d63d84dd984b954e69aad8d82,scene-a47fe0701d2b40628c47322c9f991986-12,weather.clear;area.city;daytime.evening;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,804,1205,2404,2311,96,3.2165726766892524,0.6863826577683952,9.895168898667023,clear,city,evening,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
fbf11c4e44fd44ebb10d7ecddc10d5ca,scene-c95d907aed7f472e9fd73f9aac273878-21,weather.rain;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1206,2277,2302,157,16.406689165005123,23.513458837695246,34.72908560798231,rain,highway,morning,summer,illuminated,regular,unchanged,True,Q2,context_representative
ea2c3f00182a46389c971b9f3ca50c93,scene-3f542f89ec5241b6a4e30ca743adcf34-35,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.underpass;construction.unchanged,40,804,1205,2225,2218,134,15.560933121399934,15.48547289390354,31.806791500898985,overcast,highway,morning,summer,illuminated,underpass,unchanged,True,Q2,context_representative
c31c14c89d304ee3964e25c216c2255a,scene-a038db099ca34ec4b8a9422758969bb8-17,weather.rain;area.city;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,805,1207,2395,2203,122,4.519383942648118,0.2888244758295936,15.045640899919395,rain,city,noon,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
073e6bb18188424ea9981e3845df54a6,scene-fb64d203d417452f830ca73efed80c41-11,weather.clear;area.city;daytime.noon;season.winter;lighting.other_lighting;structure.regular;construction.unchanged,40,805,1208,2337,2162,105,5.656245474184143,2.777783264660004,18.190933081373576,clear,city,noon,winter,other_lighting,regular,unchanged,True,Q1_low,context_representative
a19b8130134c433aad7855ac76124e30,scene-f64433299e854aff822d736aca2a62b4-1,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,805,1208,2318,2122,150,21.37628967984188,24.123100165087173,33.589848843138036,overcast,highway,morning,summer,illuminated,regular,unchanged,True,Q2,context_representative
875ae02579a34c0e9ed2d6238ba61b6c,scene-4e55ee3cceca4d1f898971a91bd4d484-2,weather.rain;area.highway;daytime.evening;season.autumn;lighting.glare;structure.regular;construction.unchanged,40,804,1206,2406,2112,108,7.549476766024296,5.6457123945968775,26.789548431560625,rain,highway,evening,autumn,glare,regular,unchanged,True,Q1_low,context_representative
18babff0f80e404dbdaa67483da1a949,scene-f93a210836d541c3809592c1c2671bf2-4,weather.overcast;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.roadworks,40,805,1208,2201,2056,79,2.1311838619433954,0.22757244447770436,13.41309103834673,overcast,highway,noon,summer,illuminated,regular,roadworks,True,Q1_low,context_representative
81f0a41d0a7a44e0ae8f8ea0ade95fdf,scene-23160c4bff134cdd86b96ee822b4aca9-14,weather.overcast;area.city;daytime.noon;season.winter;lighting.illuminated;structure.bridge;construction.unchanged,40,805,1208,2306,2034,95,2.470869923825459,0.362843644370824,10.217572094596523,overcast,city,noon,winter,illuminated,bridge,unchanged,True,Q1_low,context_representative
23cdea4652a14fe9a81230e989630794,scene-ea5f9f9ec8764612b68cca98c767aadb-7,weather.overcast;area.city;daytime.noon;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,804,1205,2368,2010,124,8.125176737645242,10.31477172858294,15.621839821048368,overcast,city,noon,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
6a10e6e4d21b4cb2b7c76e5a688ee613,scene-a6a87db5125846bda72ccfc9931ee153-4,weather.clear;area.rural;daytime.noon;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,804,1208,2134,2001,155,5.359744850988434,0.31994699761523776,19.624392959765995,clear,rural,noon,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
498319519ddb4641919460b65c65c668,scene-fb64d203d417452f830ca73efed80c41-12,weather.clear;area.city;daytime.noon;season.winter;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1208,2343,1964,107,5.7261708123564565,0.5529299602465175,26.020722841333523,clear,city,noon,winter,illuminated,overpass,unchanged,True,Q1_low,context_representative
794c21d9a4aa4bfcb437cacbc1e36589,scene-3f542f89ec5241b6a4e30ca743adcf34-30,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.underpass;construction.roadworks,40,804,1206,2377,1914,119,17.269502900278425,18.757492971903545,24.449150925031503,overcast,highway,morning,summer,illuminated,underpass,roadworks,True,Q2,context_representative
376cb123312e4182aaa5254868d8dafc,scene-6ef44746fd28480cb19b5067ae254496-4,weather.overcast;area.residential;daytime.morning;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,804,1205,2221,1859,138,3.022449449141322,0.18808439002594746,15.933189429421917,overcast,residential,morning,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
fd5476115e5044a0a16da62f6f23bdb4,scene-a038db099ca34ec4b8a9422758969bb8-6,weather.rain;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1208,2325,1849,112,17.40535869529444,15.089339319466166,41.128880659134,rain,highway,noon,autumn,illuminated,overpass,unchanged,True,Q2,context_representative
bfe5157ddf0a47648a60d3e2737e8868,scene-b201f6e737e34c2d87830fc1e2911516-8,weather.rain;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.underpass;construction.unchanged,40,805,1208,2406,1835,82,8.24971349727648,4.236443700631446,25.266638355262195,rain,highway,noon,autumn,illuminated,underpass,unchanged,True,Q1_low,context_representative
e3bfe10bcfec42279a20e4ccc4f2dfa0,scene-41640f6466f34238b0c03f673abe9417-9,weather.clear;area.rural;daytime.morning;season.autumn;lighting.dark;structure.regular;construction.unchanged,40,804,1205,2391,1802,94,3.1228689200598705,0.990860615109643,11.616772157356849,clear,rural,morning,autumn,dark,regular,unchanged,True,Q1_low,context_representative
1f2b946b102546979e43b599b9f03684,scene-13f4b71b1bd04a9e88747ad8f58a3f67-3,weather.clear;area.highway;daytime.evening;season.autumn;lighting.dark;structure.regular;construction.unchanged,40,804,1205,2242,1766,95,12.734967864638167,0.4274784088462194,41.072401657877094,clear,highway,evening,autumn,dark,regular,unchanged,True,Q1_low,context_representative
d0fdd6b9c9bf454dacbfbdcc4feb8fa1,scene-77886a3724c74c87a829ba90212673df-13,weather.clear;area.terminal;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,805,1207,2330,1748,50,0.5021636450689722,0.17362491002952657,2.515600431529768,clear,terminal,noon,summer,illuminated,regular,unchanged,True,Q1_low,context_representative
48b950ce501646659715b57b365a95f3,scene-f64433299e854aff822d736aca2a62b4-20,weather.clear;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.underpass;construction.unchanged,40,805,1208,2319,1724,112,22.636501054212697,23.48034989703543,29.166745563462673,clear,highway,morning,summer,illuminated,underpass,unchanged,True,Q2,context_representative
a813a0ab1e8c42ffac99478eed36ffff,scene-ea5f9f9ec8764612b68cca98c767aadb-2,weather.clear;area.highway;daytime.noon;season.winter;lighting.illuminated;structure.overpass;construction.roadworks,40,804,1205,2374,1700,104,25.786201853222906,27.02448025838537,33.600924562695056,clear,highway,noon,winter,illuminated,overpass,roadworks,True,Q3,context_representative
53d36a58f51d40ebb88f320663773fa9,scene-3195e3bfd1de4f9ba82f874790c7856c-5,weather.overcast;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.underpass;construction.roadworks,40,805,1208,2384,1687,92,12.19130007645469,7.706722623292781,32.667956084843134,overcast,highway,noon,summer,illuminated,underpass,roadworks,True,Q1_low,context_representative
e958cead1b82452bae9eef24831f0d89,scene-41640f6466f34238b0c03f673abe9417-15,weather.clear;area.highway;daytime.morning;season.autumn;lighting.twilight;structure.regular;construction.unchanged,40,804,1206,2394,1668,104,28.026632377510396,28.108551025831837,33.60550511197476,clear,highway,morning,autumn,twilight,regular,unchanged,True,Q3,context_representative
d0b02e67e97a435192bf43f7bb0f902c,scene-b13542304b244af585a646082c57a079-1,weather.snow;area.city;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,805,1207,2379,1592,63,2.394735535672204,0.45211816541015887,9.436193571232161,snow,city,noon,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
76dc9bb6edf24049af72ba146af55c43,scene-b13542304b244af585a646082c57a079-5,weather.snow;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,805,1207,2397,1570,82,20.165142567810815,19.080746798636234,28.87462739748678,snow,highway,noon,autumn,illuminated,regular,unchanged,True,Q2,context_representative
a5244a635ebf4583a20be66b1d34cf7e,scene-41640f6466f34238b0c03f673abe9417-13,weather.clear;area.highway;daytime.morning;season.autumn;lighting.twilight;structure.underpass;construction.unchanged,40,804,1206,2370,1562,96,26.247536012247227,27.115855559141572,31.84277185836146,clear,highway,morning,autumn,twilight,underpass,unchanged,True,Q3,context_representative
9fbe53cf6c8a432e8131691c685521a0,scene-9a38f389937c4b3f96a8b81eb3902261-1,weather.rain;area.highway;daytime.evening;season.autumn;lighting.twilight;structure.underpass;construction.unchanged,40,805,1207,2380,1505,86,8.414451638118058,7.856357461304505,22.837713684471286,rain,highway,evening,autumn,twilight,underpass,unchanged,True,Q1_low,context_representative
1e4dff2793b1442ea144b32d093e4b84,scene-23160c4bff134cdd86b96ee822b4aca9-4,weather.overcast;area.city;daytime.noon;season.winter;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1208,2375,1486,63,7.034642356534236,6.8253841963836095,14.529787766715327,overcast,city,noon,winter,illuminated,overpass,unchanged,True,Q1_low,context_representative
51c56c7100164c8396b26672ac0c00c1,scene-7d6fe6a041cd4ee3bd400a747ce9d94d-2,weather.overcast;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1207,2340,1485,98,27.164410737801333,27.759142938528942,40.335912752907205,overcast,highway,noon,autumn,illuminated,overpass,unchanged,True,Q3,context_representative
41e76e558b504467b227d89715a1d0d8,scene-41640f6466f34238b0c03f673abe9417-11,weather.clear;area.highway;daytime.morning;season.autumn;lighting.dark;structure.underpass;construction.unchanged,40,804,1205,2372,1458,121,21.89135475199011,23.71995965260409,31.725344675869398,clear,highway,morning,autumn,dark,underpass,unchanged,True,Q2,context_representative
df19acf975dd496697d452250cbd2286,scene-28b45fa9ee494954a8879547a3e3340d-1,weather.clear;area.terminal;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,805,1208,2262,1438,46,0.5132267814613178,0.1628990159238149,2.073503762841391,clear,terminal,noon,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
1f76d6a9b2544b68ab0b31e35417cc3f,scene-b13542304b244af585a646082c57a079-6,weather.snow;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1208,2401,1434,84,23.264155183757076,23.325220487689727,30.607491577898692,snow,highway,noon,autumn,illuminated,overpass,unchanged,True,Q2,context_representative
4914a1f7fc2145efbfc8094607847c01,scene-61eecde6d6fb4ffeb15d59b428066b5a-11,weather.clear;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1206,2341,1421,98,20.104716841631024,23.443266325135227,37.69375856274638,clear,highway,morning,summer,illuminated,regular,unchanged,True,Q2,context_representative
2e0bdfd45ffc4cf68f6341ebdb458fdb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-16,weather.clear;area.highway;daytime.evening;season.autumn;lighting.dark;structure.regular;construction.roadworks,40,804,1206,2357,1409,93,13.698238338963792,18.42981780152264,23.759731075806886,clear,highway,evening,autumn,dark,regular,roadworks,True,Q2,context_representative
884e91c8e5434b8e8dd1da2ae9f1d369,scene-fb64d203d417452f830ca73efed80c41-7,weather.overcast;area.highway;daytime.noon;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,805,1208,2347,1400,88,19.755308569500333,25.282732702129863,37.49697548577631,overcast,highway,noon,winter,illuminated,regular,unchanged,True,Q3,context_representative
1243904df8934a6cb4b2dce1cc56954b,scene-c95d907aed7f472e9fd73f9aac273878-3,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.overpass;construction.unchanged,40,804,1206,2366,1396,89,26.718865600757592,27.237889773557356,35.076332066205396,overcast,highway,morning,summer,illuminated,overpass,unchanged,True,Q3,context_representative
5face4d17a054e10bd6818a409c028a0,scene-3195e3bfd1de4f9ba82f874790c7856c-12,weather.overcast;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.underpass;construction.unchanged,40,805,1207,2379,1396,86,28.66102657627437,29.72679379937854,32.9955446967994,overcast,highway,noon,summer,illuminated,underpass,unchanged,True,Q4_high,context_representative
9264a80a707346e79d278547fc44ec5b,scene-0044384af3d8494e913fb8b14915239e-7,weather.clear;area.parking;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1208,2364,1346,37,0.8042927866545722,0.09396609443104222,4.508631671293454,clear,parking,noon,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
a04e6d2081e24f06949c024af5af2720,scene-8e4cb91735074f69aaad8824fc4a5ff8-5,weather.overcast;area.city;daytime.noon;season.autumn;lighting.illuminated;structure.underpass;construction.unchanged,40,805,1208,2404,1341,48,4.738345971461039,3.5350798597017863,12.790953272084097,overcast,city,noon,autumn,illuminated,underpass,unchanged,True,Q1_low,context_representative
d71e64dee6cf4db6ae86a7e41bc4c297,scene-3f542f89ec5241b6a4e30ca743adcf34-16,weather.rain;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.bridge;construction.unchanged,40,804,1205,2379,1294,88,26.9549076179853,25.787148307951778,33.78632222966157,rain,highway,morning,summer,illuminated,bridge,unchanged,True,Q3,context_representative
a7464faa8919475eb7d55e34f52f76d5,scene-0c2e941c5ba2476b9e20b29ce4c678b9-7,weather.clear;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.underpass;construction.unchanged,40,805,1207,2258,1268,64,20.51110025679616,24.400242079861165,33.35865748221289,clear,highway,noon,summer,illuminated,underpass,unchanged,True,Q2,context_representative
31f27eb697e64084929eb073cc4b2692,scene-47d21ae92c444c698d3db575db1dc8b7-11,weather.clear;area.residential;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1206,2293,1259,86,13.257346255808478,13.626169379995037,37.56491036092317,clear,residential,noon,autumn,illuminated,regular,unchanged,True,Q2,context_representative
5a7c494a7adb409fbb008f6eb95b90e9,scene-40b113e5ad554aa089f7f6f5dc2c4c3f-3,weather.rain;area.terminal;daytime.morning;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1205,2356,1237,43,0.4646018200183623,0.13613291233178604,2.9940185961268853,rain,terminal,morning,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
23ecaec3d7734468abb437206e46f424,scene-9b7f8b017e8c48d9816c4afa150c60a2-1,weather.clear;area.highway;daytime.evening;season.autumn;lighting.twilight;structure.regular;construction.unchanged,40,804,1205,2345,1235,76,18.740749635214456,23.448467104629326,42.043677552986864,clear,highway,evening,autumn,twilight,regular,unchanged,True,Q2,context_representative
d08667f00c6245e89a20240a14aafd53,scene-0044384af3d8494e913fb8b14915239e-11,weather.clear;area.parking;daytime.noon;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,804,1207,2333,1205,43,0.2761056878925434,0.17269618518238444,0.7217138725891908,clear,parking,noon,summer,illuminated,regular,unchanged,True,Q1_low,context_representative
da28c7f476454def949ff310edea20cf,scene-6ef44746fd28480cb19b5067ae254496-7,weather.overcast;area.city;daytime.morning;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,804,1205,2404,1182,63,4.678103737698082,3.076686947226838,12.311640659776266,overcast,city,morning,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
20d2452f6cbf4a8d800c0fdf607ca3e1,scene-d24a0af639f642b9a721437b6ac8a893-9,weather.clear;area.highway;daytime.evening;season.autumn;lighting.dark;structure.overpass;construction.unchanged,40,804,1206,2364,1173,75,23.247864866932083,25.09123980536202,46.25990896269685,clear,highway,evening,autumn,dark,overpass,unchanged,True,Q3,context_representative
6a47bf6c5e1c49bd845d866b8147fe1b,scene-3f542f89ec5241b6a4e30ca743adcf34-3,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.overpass;construction.roadworks,40,804,1206,2402,1153,72,24.480937532140274,24.51262386401918,36.51913807582527,overcast,highway,morning,summer,illuminated,overpass,roadworks,True,Q2,context_representative
63c85562288a4d638f021d02332aeaff,scene-3b2209c7534c4ad9b80a48b1b0c0682a-7,weather.rain;area.highway;daytime.noon;season.autumn;lighting.glare;structure.bridge;construction.unchanged,40,804,1206,2312,1145,68,19.418967411187385,20.12756858760345,34.33346744622687,rain,highway,noon,autumn,glare,bridge,unchanged,True,Q2,context_representative
c9d872e382b7440ca5a995c5597fdcc2,scene-3f542f89ec5241b6a4e30ca743adcf34-17,weather.rain;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.overpass;construction.unchanged,40,804,1206,2374,1145,63,26.995587726297465,24.69613619715128,34.529440430037326,rain,highway,morning,summer,illuminated,overpass,unchanged,True,Q2,context_representative
27f01dfe4f0f4f2ba823f45d72c59927,scene-757adc42b1aa4436a62036e10e3999ce-11,weather.clear;area.highway;daytime.morning;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1206,2305,1142,78,27.59701033325631,27.626349735968212,33.868454278846094,clear,highway,morning,autumn,illuminated,regular,unchanged,True,Q3,context_representative
1708f7288b7f4cc0ad00c3e7ee85db4c,scene-47d21ae92c444c698d3db575db1dc8b7-7,weather.overcast;area.residential;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,804,1206,2364,1134,46,2.914089065734124,0.38374612518019446,11.592126767404327,overcast,residential,noon,autumn,illuminated,regular,unchanged,True,Q1_low,context_representative
b6395d491a7e4e81acdc6bb40ffc06e0,scene-41640f6466f34238b0c03f673abe9417-3,weather.clear;area.residential;daytime.morning;season.autumn;lighting.twilight;structure.regular;construction.unchanged,40,804,1206,2342,1132,42,1.043120551691957,0.18820366330192906,7.231142937333346,clear,residential,morning,autumn,twilight,regular,unchanged,True,Q1_low,context_representative
06c82550ca0e4f8d830e749b742e6dfa,scene-41640f6466f34238b0c03f673abe9417-10,weather.clear;area.highway;daytime.morning;season.autumn;lighting.dark;structure.overpass;construction.unchanged,40,804,1205,2390,1126,74,8.035457870987221,10.33853610248277,14.909106970210308,clear,highway,morning,autumn,dark,overpass,unchanged,True,Q1_low,context_representative
398d94d50baf4e529bf235e27619fae8,scene-a038db099ca34ec4b8a9422758969bb8-8,weather.overcast;area.highway;daytime.noon;season.autumn;lighting.illuminated;structure.regular;construction.unchanged,40,805,1208,2369,1114,69,29.282064181347614,29.761922077038786,38.65374711788128,overcast,highway,noon,autumn,illuminated,regular,unchanged,True,Q4_high,context_representative
2aaf3854cdee45f0a27d1da41b399509,scene-bbae3a9a7249479785a7598bafc84217-7,weather.fog;area.highway;daytime.morning;season.autumn;lighting.illuminated;structure.regular;construction.roadworks,40,805,1208,2344,1112,75,15.876987984622858,16.057421260093374,26.25992181470219,fog,highway,morning,autumn,illuminated,regular,roadworks,True,Q2,context_representative
e374e6f45c8c4cb398219cc976886aa2,scene-fb64d203d417452f830ca73efed80c41-5,weather.clear;area.highway;daytime.noon;season.winter;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1208,2276,1104,67,26.714917185964037,26.970501824449588,32.66423221587642,clear,highway,noon,winter,illuminated,overpass,unchanged,True,Q3,context_representative
1457b8f85db547789f07a12a71bdcc40,scene-f64433299e854aff822d736aca2a62b4-9,weather.overcast;area.highway;daytime.morning;season.summer;lighting.illuminated;structure.bridge;construction.unchanged,40,805,1208,2362,1099,73,29.392123805742315,30.578079519108446,37.04303740314934,overcast,highway,morning,summer,illuminated,bridge,unchanged,True,Q4_high,context_representative
b81b7063339340e08246712e4e3c2504,scene-ea5f9f9ec8764612b68cca98c767aadb-4,weather.overcast;area.highway;daytime.noon;season.winter;lighting.illuminated;structure.underpass;construction.unchanged,40,804,1205,2364,1091,71,29.973389620907604,30.329721730788034,37.94273642373833,overcast,highway,noon,winter,illuminated,underpass,unchanged,True,Q4_high,context_representative
831e02fe00ff4c1a960747cf7a90a78b,scene-57f9e1f3e5bc4ab9a1d7a715d71b3c68-14,weather.clear;area.highway;daytime.evening;season.summer;lighting.illuminated;structure.regular;construction.unchanged,40,805,1205,2297,1079,114,25.913745350847886,28.40227295596809,37.40621572657027,clear,highway,evening,summer,illuminated,regular,unchanged,True,Q3,context_representative
2a521faafd6f4ed89d42aa6ed40df686,scene-0c2e941c5ba2476b9e20b29ce4c678b9-8,weather.clear;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.overpass;construction.unchanged,40,805,1207,2250,1074,73,26.35702728339738,26.648803530249957,32.6088267294046,clear,highway,noon,summer,illuminated,overpass,unchanged,True,Q3,context_representative
765560192f70438fac8b1a16942019d8,scene-fc798fa53f614e9d991c4d1c893eb6d5-1,weather.rain;area.city;daytime.noon;season.autumn;lighting.glare;structure.regular;construction.unchanged,39,796,1188,2364,1073,49,3.3962963991538704,1.8138901896215793,10.677676836842668,rain,city,noon,autumn,glare,regular,unchanged,True,Q1_low,context_representative
f4f6709106634f908611c01e0562ebf6,scene-ae05e8a50c764314916025ab0482b126-1,weather.rain;area.city;daytime.noon;season.winter;lighting.illuminated;structure.regular;construction.unchanged,40,805,1208,2401,1055,59,1.0474248082822613,0.15541100452882764,10.95500474138935,rain,city,noon,winter,illuminated,regular,unchanged,True,Q1_low,context_representative
d149f8b6b8794e6bb1a0981fa4820886,scene-bd14694f937f4df3aa278c5a9cc2a554-20,weather.overcast;area.highway;daytime.noon;season.summer;lighting.illuminated;structure.overpass;construction.unchanged,40,804,1206,2394,1046,68,19.75814637574322,17.152701020188907,34.334268979188074,overcast,highway,noon,summer,illuminated,overpass,unchanged,True,Q2,context_representative
099953cee12f46ef853cbcf90c42492c,scene-fb64d203d417452f830ca73efed80c41-9,weather.overcast;area.highway;daytime.noon;season.winter;lighting.illuminated;structure.tunnel;construction.unchanged,40,805,1208,2389,1010,56,26.345009231326983,26.174466410669474,35.7443536560059,overcast,highway,noon,winter,illuminated,tunnel,unchanged,True,Q3,context_representative
abe81d5126a94011a44d960a94b4b908,scene-9b7f8b017e8c48d9816c4afa150c60a2-9,weather.clear;area.highway;daytime.evening;season.autumn;lighting.twilight;structure.underpass;construction.unchanged,40,804,1205,2315,1008,62,23.498592167703855,24.786603667834704,35.530041313242265,clear,highway,evening,autumn,twilight,underpass,unchanged,True,Q3,context_representative
